aX,aY,aZ,gX,gY,gZ
0.839,0.668,0.111,-4.272,-55.298,-22.400
0.790,0.540,0.084,-3.967,-55.786,-31.555
0.733,0.406,0.011,-3.845,-58.167,-37.964
0.711,0.233,-0.084,-2.319,-61.646,-41.321
0.695,0.073,-0.148,-0.488,-68.359,-39.856
0.661,-0.001,-0.145,1.221,-78.003,-30.884
0.627,-0.021,-0.133,0.671,-86.609,-16.724
0.594,0.021,-0.170,-0.671,-92.834,-1.282
0.553,0.170,-0.156,-4.700,-100.830,15.808
0.542,0.373,-0.134,-10.254,-110.291,29.114
0.517,0.525,-0.037,-10.925,-120.911,31.067
0.552,0.642,0.061,-9.216,-128.906,25.574
0.582,0.702,0.099,-2.930,-130.920,13.184
0.600,0.614,0.022,4.700,-129.333,-5.127
0.626,0.441,-0.024,15.259,-131.958,-22.827
0.669,0.261,0.068,26.917,-142.273,-34.058
0.703,0.125,0.241,35.339,-152.405,-37.170
0.740,0.021,0.348,37.415,-153.564,-31.799
0.748,-0.011,0.393,30.457,-146.362,-17.273
0.737,0.046,0.396,16.907,-137.695,1.709
0.753,0.193,0.410,2.075,-132.446,21.057
0.772,0.385,0.444,-10.010,-129.883,34.058
0.767,0.585,0.472,-12.207,-127.258,36.682
0.800,0.740,0.490,-9.827,-125.061,28.076
0.856,0.768,0.504,-2.747,-123.657,8.667
0.914,0.711,0.578,6.897,-123.596,-14.282
0.931,0.600,0.673,20.264,-124.023,-35.828
0.947,0.414,0.645,29.358,-117.615,-53.650
0.928,0.115,0.593,32.837,-112.061,-65.125
0.914,-0.074,0.545,25.391,-109.558,-59.265
0.895,-0.038,0.573,11.353,-111.633,-38.147
0.887,0.092,0.682,-3.479,-115.601,-16.052
0.861,0.081,0.727,-9.644,-114.685,-4.517
0.865,0.239,0.703,-14.465,-107.239,9.766
0.849,0.439,0.652,-22.949,-100.159,21.729
0.844,0.574,0.608,-28.198,-96.008,21.973
0.843,0.643,0.615,-30.029,-93.811,13.977
0.833,0.680,0.603,-23.804,-91.492,1.404
0.821,0.660,0.603,-14.160,-88.745,-14.526
0.796,0.525,0.572,0.916,-87.219,-34.485
0.779,0.358,0.605,17.090,-89.905,-51.392
0.764,0.148,0.650,30.701,-93.689,-62.256
0.746,-0.004,0.647,35.034,-93.872,-62.866
0.744,-0.079,0.667,27.039,-95.642,-53.101
0.748,-0.020,0.760,14.160,-99.182,-36.865
0.723,0.075,0.812,11.353,-100.281,-20.569
0.716,0.215,0.792,2.930,-95.642,-7.568
0.705,0.352,0.768,-3.723,-91.431,-0.549
0.760,0.582,0.862,-11.414,-92.773,0.732
0.774,0.795,0.951,-0.671,-92.407,-10.010
0.836,0.857,1.008,20.874,-88.318,-38.086
0.830,0.626,1.005,44.922,-79.407,-77.637
0.833,0.257,0.829,72.571,-65.063,-110.840
0.802,-0.054,0.669,92.590,-57.983,-124.329
0.847,-0.426,0.640,99.854,-62.683,-123.535
0.871,-0.672,0.760,71.594,-71.533,-99.670
0.914,-0.720,0.973,25.940,-76.660,-56.213
0.939,-0.436,1.111,-15.381,-71.045,-3.845
0.948,-0.058,1.120,-43.640,-57.373,36.926
0.937,0.231,1.085,-58.777,-44.861,55.115
0.940,0.499,1.059,-58.105,-37.109,57.495
0.900,0.752,1.012,-42.175,-31.494,47.974
0.891,0.883,0.932,-20.081,-27.283,24.719
0.864,0.771,0.956,-2.869,-27.893,-9.827
0.833,0.553,0.955,17.334,-26.672,-42.114
0.806,0.344,0.886,35.828,-21.179,-62.073
0.780,0.134,0.814,49.744,-18.005,-71.167
0.777,0.005,0.838,47.485,-19.348,-67.566
0.769,0.013,0.876,40.588,-19.958,-54.077

3.362,-0.608,0.820,-43.030,-40.955,15.259
3.998,-0.417,1.985,-98.022,-51.697,76.477
4.000,0.300,3.280,-146.484,-33.691,141.968
4.000,1.554,4.000,-139.160,13.550,176.941
4.000,2.627,4.000,-74.097,63.110,139.832
4.000,2.285,4.000,2.014,96.252,0.977
4.000,0.346,4.000,57.678,120.422,-178.345
2.992,-2.050,4.000,55.420,233.398,-275.696
1.410,-3.792,4.000,54.871,406.006,-260.925
-0.145,-4.000,4.000,55.176,587.524,-151.611
-1.491,-3.835,4.000,63.843,714.111,1.953
-2.605,-2.426,4.000,56.824,751.099,156.982
-3.552,-0.555,3.323,38.879,761.902,274.597
-4.000,1.298,1.976,34.180,802.063,326.355
-4.000,2.563,0.604,25.146,861.877,292.480
-4.000,2.545,-1.109,58.899,788.574,146.301
-3.911,0.703,-1.167,83.191,590.210,-39.612
-3.663,-1.662,-0.316,88.440,404.968,-153.748
-3.522,-3.064,-0.330,80.200,335.022,-127.380
-3.347,-2.323,-0.877,63.599,299.377,42.053
-3.157,-0.239,-0.780,34.668,217.712,235.535
-2.856,1.162,-0.551,10.681,139.709,297.791
-2.512,1.704,-0.468,16.602,94.360,255.005
-2.188,1.571,-0.378,34.302,57.739,177.429
-1.879,1.188,-0.268,55.664,28.015,109.924
-1.582,1.133,-0.206,76.172,7.996,72.266
-1.316,1.099,-0.274,94.971,-3.601,41.870
-1.029,0.613,-0.390,94.482,-15.076,5.615
-0.734,0.053,-0.332,63.416,-32.532,-9.521
-0.445,0.017,-0.231,27.039,-47.424,11.475
-0.183,0.327,-0.277,9.277,-51.086,40.161
0.023,0.469,-0.297,0.610,-55.664,45.776
0.184,0.439,-0.287,-15.259,-60.730,39.917
0.327,0.432,-0.199,-36.621,-63.110,40.405
0.488,0.609,-0.046,-53.345,-62.744,48.462
0.592,0.890,0.004,-58.472,-55.176,51.147
0.703,0.959,-0.042,-54.810,-43.518,35.156
0.755,0.829,-0.026,-44.800,-37.842,10.315
0.787,0.664,-0.047,-38.147,-30.823,-5.005
0.792,0.599,-0.135,-32.166,-22.888,-10.315
0.792,0.610,-0.175,-27.710,-21.484,-11.169
0.765,0.571,-0.164,-20.691,-24.841,-15.869
0.732,0.451,-0.184,-12.268,-26.611,-22.949
0.694,0.290,-0.233,-7.324,-27.710,-26.550
0.661,0.156,-0.260,-6.653,-31.250,-23.499
0.641,0.088,-0.271,-6.470,-35.889,-14.465
0.637,0.068,-0.277,-5.432,-39.612,-3.479
0.608,0.106,-0.300,-4.028,-43.274,7.629
0.596,0.167,-0.268,-2.014,-49.744,17.029
0.584,0.222,-0.266,3.235,-56.763,22.156
0.556,0.303,-0.290,4.456,-62.622,27.222
0.542,0.375,-0.270,3.235,-69.336,30.334
0.519,0.487,-0.258,4.883,-77.148,31.128
0.494,0.587,-0.241,3.418,-83.679,29.236
0.469,0.580,-0.261,5.798,-89.417,20.386
0.443,0.517,-0.335,7.874,-93.567,10.498
0.412,0.419,-0.405,13.184,-101.196,2.197
0.401,0.313,-0.388,18.372,-114.502,-2.625
0.425,0.227,-0.320,23.132,-129.028,-4.089
0.462,0.122,-0.222,29.053,-140.686,-4.211
0.503,-0.012,-0.045,35.278,-150.024,-2.319
0.579,-0.058,0.128,37.781,-152.893,8.057
0.594,0.030,0.230,39.307,-146.790,27.100
0.618,0.246,0.237,35.583,-136.536,47.791
0.623,0.448,0.164,32.593,-127.991,61.462
0.641,0.610,0.081,29.297,-124.512,65.857
0.643,0.767,0.061,26.550,-127.747,62.561
0.619,0.903,0.121,24.719,-135.315,51.636
0.605,0.941,0.190,24.414,-142.090,32.288
0.601,0.817,0.203,27.710,-145.813,6.104
0.605,0.635,0.175,37.659,-149.475,-17.456
0.612,0.457,0.213,47.913,-158.508,-34.058
0.669,0.292,0.341,53.467,-170.593,-42.297
0.738,0.142,0.506,53.772,-178.528,-42.358
0.801,0.109,0.610,46.570,-178.650,-32.166
0.822,0.078,0.725,30.701,-172.302,-16.052
0.837,0.117,0.811,12.939,-161.316,2.136
0.817,0.286,0.890,-2.502,-147.766,23.254
0.791,0.495,0.781,-6.836,-129.333,37.659
0.716,0.630,0.557,-2.625,-114.868,37.720
0.673,0.713,0.451,-6.042,-115.051,29.663
0.649,0.651,0.547,-4.272,-127.869,14.954
0.669,0.599,0.541,1.953,-133.667,2.747
0.720,0.663,0.509,10.803,-136.658,-4.761
0.766,0.651,0.615,25.635,-146.240,-18.188
0.801,0.492,0.756,41.382,-153.320,-37.415
0.816,0.311,0.850,52.917,-151.917,-50.293
0.835,0.132,0.930,56.274,-146.362,-53.467
0.839,-0.037,1.031,47.791,-139.343,-47.058
0.839,-0.068,1.062,31.372,-127.747,-27.527
0.797,0.159,0.987,12.329,-112.854,0.488
0.767,0.397,0.868,-3.174,-102.234,21.545
0.763,0.618,0.860,-19.653,-102.173,31.433
0.722,0.845,0.848,-30.334,-104.797,33.203
0.691,0.989,0.895,-22.888,-108.032,23.071
0.674,1.115,0.920,-5.493,-110.718,4.028
0.661,1.022,0.915,21.362,-110.413,-29.053
0.674,0.763,0.821,50.293,-108.826,-66.833
0.677,0.506,0.901,68.848,-113.037,-92.407
0.702,0.293,0.980,75.439,-114.014,-105.347
0.694,0.003,0.877,78.003,-104.065,-111.572
0.731,-0.379,0.807,74.951,-98.694,-109.497
0.779,-0.640,0.982,44.861,-103.699,-86.609
0.824,-0.557,1.175,7.812,-102.051,-40.955
0.886,-0.137,1.250,-19.470,-88.257,7.751
0.922,0.313,1.220,-29.480,-73.059,35.889
0.934,0.674,1.189,-25.818,-64.880,38.452
0.935,0.881,1.122,-15.686,-60.242,21.851
0.927,0.861,1.105,-0.549,-59.021,-6.653
0.911,0.702,1.172,13.367,-61.951,-34.851
0.891,0.443,1.145,23.682,-56.152,-55.725
0.866,0.249,1.081,28.381,-47.241,-64.453
0.819,0.126,1.015,31.311,-41.626,-62.744
0.814,0.017,0.974,31.128,-38.879,-57.678
0.786,-0.067,1.023,26.489,-38.147,-47.974
0.783,-0.010,1.076,21.118,-34.180,-31.677
0.762,0.113,1.105,12.024,-26.123,-15.076
0.730,0.265,1.023,3.784,-14.343,-4.150
0.691,0.358,0.858,-4.456,-3.296,-0.916

1.834,-0.473,0.849,-27.161,-19.409,8.301
2.298,-0.223,1.056,-50.964,-13.428,53.650
2.816,0.436,1.411,-59.753,-3.418,97.046
3.376,1.357,2.076,-61.890,7.263,120.605
3.933,2.337,3.062,-41.809,19.531,113.464
4.000,3.248,3.948,23.560,54.749,67.200
4.000,3.518,4.000,119.690,121.826,-31.189
4.000,2.305,4.000,198.792,202.820,-169.189
3.877,-0.487,4.000,178.284,242.676,-286.316
3.566,-2.999,4.000,72.937,217.896,-304.993
2.958,-4.000,4.000,-20.203,190.247,-217.773
1.912,-3.990,4.000,-37.231,285.522,-64.941
0.600,-3.010,4.000,-5.005,437.195,58.533
-0.753,-2.415,4.000,-13.672,573.792,115.723
-2.021,-1.351,4.000,-52.246,675.110,159.546
-3.090,0.252,4.000,-60.120,751.343,192.627
-3.968,1.772,3.051,-17.395,821.106,181.702
-4.000,2.326,1.289,16.724,890.991,118.652
-4.000,1.676,-0.941,40.344,855.652,-0.610
-4.000,0.135,-1.096,61.340,644.287,-110.474
-4.000,-1.178,-0.575,84.839,470.581,-136.230
-4.000,-1.696,-0.744,97.473,399.353,-85.876
-3.955,-1.176,-0.912,75.195,340.454,19.287
-3.672,-0.292,-0.547,37.109,257.629,114.807
-3.443,0.139,-0.367,16.479,201.538,152.588
-3.204,0.204,-0.557,18.982,172.913,155.273
-2.949,0.264,-0.780,24.414,141.968,160.034
-2.646,0.517,-0.887,24.963,101.624,171.753
-2.321,0.893,-0.918,22.644,60.120,178.528
-1.976,1.202,-0.938,25.208,23.071,169.617
-1.628,1.322,-0.922,27.893,-10.315,145.874
-1.276,1.346,-0.909,24.963,-38.696,119.385
-0.941,1.382,-0.812,22.827,-66.467,94.910
-0.599,1.384,-0.600,24.414,-95.093,68.176
-0.271,1.292,-0.338,18.982,-118.530,38.086
0.032,1.069,-0.077,11.780,-133.057,8.728
0.313,0.794,0.124,2.747,-136.169,-10.742
0.526,0.565,0.220,-5.859,-126.648,-19.348
0.687,0.326,0.294,-13.733,-112.244,-21.423
0.772,0.172,0.248,-20.325,-93.384,-14.954
0.810,0.037,0.050,-30.640,-70.679,-3.357
0.847,0.001,-0.148,-44.739,-54.443,13.855
0.875,0.173,-0.281,-54.993,-47.668,36.987
0.900,0.453,-0.309,-54.749,-47.607,52.734
0.919,0.617,-0.303,-46.692,-49.805,52.063
0.961,0.737,-0.239,-34.180,-53.528,42.480
1.011,0.798,-0.089,-16.968,-59.387,29.297
1.047,0.680,0.009,-3.235,-59.753,11.353
1.069,0.577,-0.040,6.409,-52.368,-0.977
1.062,0.528,-0.097,11.841,-47.424,-3.906
1.029,0.469,-0.093,12.756,-49.866,-5.432
0.987,0.389,-0.039,10.010,-53.345,-4.883
0.942,0.363,-0.033,6.836,-53.528,-1.526
0.911,0.327,-0.109,3.052,-51.025,2.563
0.873,0.332,-0.165,1.221,-50.964,6.775
0.866,0.352,-0.184,1.038,-52.795,11.414
0.826,0.380,-0.225,-1.526,-52.246,16.052
0.776,0.462,-0.363,-6.287,-47.546,23.071
0.729,0.641,-0.476,-9.766,-46.753,29.846
0.670,0.774,-0.514,-10.010,-51.697,28.748
0.596,0.834,-0.515,-5.859,-59.753,19.470
0.538,0.821,-0.514,1.343,-68.481,5.066
0.469,0.706,-0.481,9.277,-78.491,-10.620
0.414,0.534,-0.476,17.212,-88.745,-25.269
0.409,0.375,-0.464,26.245,-100.342,-35.034
0.428,0.208,-0.368,33.875,-115.540,-40.344
0.451,0.019,-0.200,39.063,-129.333,-41.565
0.527,-0.095,-0.027,40.161,-136.841,-33.813
0.596,-0.049,0.126,37.598,-137.756,-17.151
0.633,0.057,0.212,34.424,-132.507,-0.305
0.669,0.204,0.196,29.846,-123.413,13.611
0.676,0.357,0.084,26.489,-115.173,23.010
0.658,0.474,0.050,21.851,-114.075,25.696
0.653,0.607,0.088,16.113,-118.774,24.231
0.653,0.676,0.122,16.113,-122.192,15.991
0.669,0.609,0.131,22.461,-124.756,-0.122
0.697,0.389,0.083,33.081,-127.563,-19.104
0.714,0.206,0.111,39.612,-135.742,-29.480
0.738,0.121,0.252,39.429,-147.827,-27.039
0.744,0.114,0.424,34.973,-155.396,-18.066
0.783,0.123,0.552,30.457,-153.809,-7.751
0.801,0.229,0.639,24.475,-145.142,4.761
0.830,0.375,0.635,20.752,-132.690,15.503
0.843,0.493,0.567,16.907,-120.667,18.616
0.838,0.537,0.497,11.292,-112.854,14.709
0.823,0.524,0.444,8.484,-109.619,7.141
0.794,0.498,0.413,10.803,-109.924,-0.610
0.758,0.418,0.351,20.264,-112.183,-9.827
0.720,0.298,0.297,28.992,-118.774,-18.860
0.710,0.255,0.354,31.555,-130.676,-20.020
0.673,0.295,0.536,31.921,-146.057,-16.541
0.666,0.355,0.688,33.447,-156.921,-14.160
0.624,0.414,0.783,33.264,-158.325,-15.564
0.636,0.430,0.858,35.278,-154.663,-19.287
0.635,0.480,0.990,38.086,-151.306,-22.888
0.626,0.426,1.025,39.978,-139.954,-29.480
0.591,0.261,0.923,36.072,-120.422,-37.048
0.559,0.133,0.703,26.062,-101.929,-36.194
0.546,0.094,0.519,17.273,-95.642,-28.748
0.564,0.141,0.533,14.893,-104.858,-19.836
0.594,0.202,0.679,16.052,-117.065,-14.099
0.626,0.220,0.800,17.456,-121.948,-13.000
0.672,0.273,0.863,19.470,-120.728,-11.230
0.728,0.330,0.972,29.358,-120.972,-9.705
0.745,0.426,1.079,36.255,-120.544,-9.644
0.736,0.439,1.095,44.312,-113.464,-14.160
0.740,0.422,1.036,48.767,-103.821,-21.851
0.732,0.429,0.961,52.124,-96.985,-27.283
0.721,0.372,1.021,44.434,-97.168,-33.508
0.707,0.272,0.999,28.015,-91.980,-37.598
0.707,0.241,0.908,22.278,-84.351,-35.767
0.730,0.262,0.927,18.677,-83.496,-30.151
0.781,0.349,0.971,11.658,-82.825,-23.865
0.825,0.414,1.056,13.672,-83.435,-23.560
0.859,0.438,1.120,24.658,-80.688,-28.687
0.888,0.394,1.185,33.752,-76.050,-38.147
0.904,0.342,1.263,44.495,-70.679,-46.875
0.910,0.274,1.321,55.176,-62.073,-53.467
0.907,0.172,1.320,59.875,-49.805,-57.495

3.397,-0.181,1.089,-55.542,-10.925,37.903
3.980,0.199,2.224,-87.708,-13.733,71.655
4.000,1.004,3.432,-87.952,11.108,96.558
4.000,1.525,4.000,-14.099,51.880,65.308
4.000,1.476,4.000,95.886,68.298,-12.085
4.000,0.593,4.000,174.133,73.303,-109.009
3.440,-0.901,4.000,189.514,107.300,-175.781
2.208,-2.766,4.000,133.545,224.426,-194.214
0.562,-4.000,4.000,65.430,384.949,-174.866
-1.131,-4.000,4.000,30.212,582.520,-81.482
-2.491,-3.979,4.000,53.345,749.390,71.533
-3.392,-2.267,4.000,70.984,809.387,225.769
-4.000,-0.244,2.792,51.941,818.665,322.449
-4.000,1.496,1.381,33.325,864.929,348.511
-4.000,2.727,-0.625,47.729,914.368,298.340
-4.000,2.434,-2.125,83.130,784.546,141.846
-4.000,0.401,-1.773,101.868,553.589,-39.856
-4.000,-1.565,-1.176,108.398,386.597,-115.479
-3.987,-1.973,-1.356,91.980,320.374,-36.926
-3.636,-0.594,-1.207,59.570,241.333,123.230
-3.266,0.548,-0.580,27.771,146.179,211.182
-2.892,0.927,-0.317,24.902,95.520,203.064
-2.531,1.014,-0.461,30.334,75.928,174.988
-2.167,1.033,-0.610,31.311,52.429,155.090
-1.808,1.181,-0.653,37.048,22.827,144.592
-1.426,1.473,-0.661,50.476,-2.747,134.949
-1.062,1.825,-0.592,61.523,-25.696,115.906
-0.766,1.922,-0.503,69.519,-44.556,74.524
-0.487,1.559,-0.385,63.599,-57.556,18.127
-0.248,0.899,-0.236,36.926,-65.979,-26.672
-0.048,0.362,-0.157,9.033,-68.787,-42.603
0.130,0.110,-0.145,-23.193,-66.711,-34.485
0.277,-0.035,-0.160,-48.279,-65.979,-21.729
0.413,-0.190,-0.134,-64.819,-69.214,-12.939
0.520,-0.313,-0.086,-74.463,-73.181,-3.357
0.587,-0.314,-0.017,-74.951,-77.576,10.620
0.630,-0.330,-0.024,-73.120,-75.867,25.574
0.671,-0.304,-0.038,-71.472,-71.960,43.396
0.706,-0.163,0.072,-70.435,-70.862,66.223
0.695,0.142,0.107,-64.941,-64.941,88.379
0.671,0.389,-0.063,-58.899,-50.476,98.816
0.625,0.592,-0.184,-51.575,-46.448,98.633
0.622,0.835,-0.164,-41.016,-55.420,94.360
0.615,1.022,-0.036,-23.987,-66.772,81.665
0.613,1.005,0.059,-2.563,-71.960,56.458
0.611,0.803,0.006,14.893,-68.909,28.198
0.610,0.601,-0.119,25.146,-65.552,10.681
0.593,0.533,-0.200,32.104,-69.763,4.822
0.573,0.489,-0.219,37.170,-79.407,1.221
0.560,0.364,-0.224,39.795,-88.684,-3.479
0.547,0.145,-0.215,35.645,-95.825,-5.310
0.494,0.055,-0.150,25.208,-103.027,4.883
0.493,0.149,-0.076,12.390,-107.178,26.855
0.500,0.329,-0.082,2.441,-106.995,46.204
0.536,0.550,-0.178,-1.831,-106.079,57.556
0.568,0.759,-0.193,-1.953,-113.770,58.411
0.668,0.902,-0.038,3.845,-129.150,47.852
0.748,0.926,0.215,15.137,-142.334,28.259
0.796,0.772,0.302,31.738,-140.564,3.906
0.799,0.513,0.179,43.396,-128.479,-15.198
0.786,0.312,0.074,47.058,-123.962,-20.691
0.773,0.215,0.142,41.382,-130.981,-14.587
0.776,0.185,0.261,30.701,-137.634,-3.540
0.747,0.183,0.315,19.348,-136.841,8.728
0.743,0.324,0.336,5.737,-133.606,25.146
0.737,0.518,0.349,-0.366,-132.385,37.781
0.772,0.764,0.301,-0.305,-129.822,42.908
0.816,0.910,0.336,3.052,-133.179,35.095
0.852,0.934,0.503,11.597,-141.052,17.944
0.853,0.798,0.629,17.639,-140.015,-1.892
0.862,0.639,0.580,27.344,-126.648,-17.456
0.859,0.499,0.500,33.447,-116.394,-26.245
0.836,0.341,0.498,36.316,-114.746,-31.067
0.818,0.185,0.524,33.936,-115.295,-30.762
0.790,0.130,0.598,27.100,-116.455,-22.034
0.822,0.182,0.696,17.151,-116.150,-8.057
0.783,0.267,0.753,11.292,-111.755,2.808
0.816,0.439,0.736,5.920,-105.286,10.986
0.836,0.561,0.765,-0.244,-101.379,12.878
0.811,0.592,0.662,-1.465,-95.215,7.690
0.827,0.733,0.547,-5.676,-88.806,4.822
0.824,0.861,0.607,-4.028,-93.567,-1.160
0.828,0.808,0.680,6.226,-95.764,-17.578
0.806,0.625,0.637,15.686,-89.417,-35.828
0.788,0.492,0.543,21.484,-83.008,-44.678
0.776,0.427,0.567,24.475,-85.815,-46.265
0.775,0.348,0.679,25.513,-91.919,-47.241
0.773,0.226,0.768,23.987,-94.055,-47.180
0.771,0.179,0.830,18.616,-91.980,-40.710
0.765,0.233,0.872,12.695,-88.501,-29.785
0.767,0.371,0.919,9.277,-84.778,-20.142
0.767,0.496,0.929,12.024,-79.651,-17.761
0.786,0.538,0.885,18.494,-72.510,-23.621
0.765,0.489,0.788,22.644,-65.491,-33.752
0.753,0.403,0.714,23.315,-62.195,-42.725
0.732,0.309,0.701,19.348,-62.683,-48.157
0.732,0.178,0.685,24.170,-62.500,-51.086
0.703,0.129,0.636,22.278,-60.242,-47.302
0.696,0.052,0.568,21.301,-59.570,-41.321
0.695,0.031,0.612,14.893,-65.247,-32.593
0.718,0.096,0.704,6.409,-70.984,-19.897
0.752,0.290,0.885,4.211,-76.965,-8.240
0.767,0.453,1.073,3.296,-79.590,-6.042
0.785,0.500,1.158,14.282,-73.120,-14.404
0.758,0.484,1.182,27.710,-63.293,-26.062
0.760,0.449,1.102,35.278,-50.415,-35.400
0.710,0.386,0.994,40.100,-39.734,-43.396
0.703,0.243,0.906,44.312,-35.522,-49.316
0.689,0.153,0.823,41.443,-33.264,-49.805
0.677,0.110,0.760,36.682,-32.410,-45.288
0.671,0.037,0.745,28.442,-33.936,-41.504
0.671,-0.050,0.714,19.348,-34.607,-36.011
0.675,-0.046,0.725,11.902,-35.950,-24.780
0.690,0.114,0.776,4.028,-37.964,-9.583
0.704,0.288,0.833,2.014,-38.818,-1.709
0.712,0.377,0.877,6.226,-38.574,-3.845
0.721,0.409,0.938,14.526,-38.208,-12.329
0.726,0.390,0.991,23.132,-35.583,-23.132
0.722,0.321,0.979,31.067,-30.273,-33.264

2.671,0.118,0.038,81.787,-9.277,-24.597
3.313,-0.385,0.648,67.444,-45.532,-24.475
3.798,-0.886,2.348,-23.254,-94.849,5.432
4.000,-0.834,4.000,-158.386,-118.103,76.050
4.000,-0.021,4.000,-219.055,-59.204,151.733
4.000,1.174,4.000,-162.842,89.172,183.960
4.000,1.808,4.000,-19.775,201.050,129.395
3.656,1.279,4.000,95.215,206.543,5.737
2.521,-0.394,4.000,113.464,194.641,-115.540
0.806,-2.083,4.000,79.285,271.973,-163.269
-1.106,-3.005,4.000,99.365,483.643,-122.437
-2.798,-2.734,4.000,132.141,771.484,-15.625
-3.953,-1.831,3.338,119.385,967.163,107.788
-4.000,-0.069,1.162,71.167,1034.546,241.943
-4.000,2.188,-0.556,7.202,988.892,324.585
-4.000,3.215,-1.165,7.874,781.311,232.849
-4.000,1.427,-0.400,73.608,560.913,2.991
-4.000,-1.643,-0.259,116.028,465.149,-191.345
-4.000,-3.410,-1.232,78.552,472.473,-197.449
-4.000,-2.998,-2.118,14.832,424.988,-19.043
-3.867,-0.997,-1.573,-7.996,268.066,190.735
-3.499,0.233,-0.488,-23.743,125.061,266.357
-3.186,0.561,-0.106,-16.357,76.111,238.464
-2.878,0.475,-0.403,-5.737,76.294,198.730
-2.535,0.461,-0.683,3.174,60.059,183.899
-2.137,0.849,-0.748,11.841,24.780,195.557
-1.720,1.424,-0.719,22.095,-8.728,207.581
-1.287,1.961,-0.734,29.663,-32.104,194.763
-0.881,2.200,-0.649,35.706,-52.734,147.888
-0.531,2.007,-0.450,37.537,-72.327,76.843
-0.239,1.555,-0.328,39.429,-79.651,10.437
-0.001,1.162,-0.357,38.696,-78.064,-30.579
0.203,0.793,-0.286,25.330,-81.726,-53.223
0.370,0.484,-0.169,2.197,-86.060,-61.707
0.509,0.162,-0.137,-20.874,-81.116,-60.486
0.597,-0.034,-0.217,-41.626,-71.350,-47.668
0.647,-0.111,-0.345,-61.829,-63.049,-24.536
0.688,0.015,-0.345,-78.918,-64.453,0.000
0.732,0.179,-0.233,-80.383,-72.388,17.883
0.779,0.268,0.053,-72.693,-82.947,22.156
0.822,0.271,0.302,-55.237,-87.097,19.043
0.847,0.223,0.347,-39.124,-76.965,14.038
0.865,0.217,0.342,-23.315,-66.528,13.245
0.854,0.256,0.321,-10.132,-59.937,17.700
0.810,0.325,0.203,0.183,-51.819,22.278
0.783,0.442,0.061,6.042,-46.875,26.245
0.760,0.449,-0.033,10.803,-49.133,26.306
0.741,0.412,-0.078,7.935,-52.368,25.269
0.694,0.391,-0.207,-3.967,-51.208,29.480
0.646,0.433,-0.390,-16.968,-50.842,36.377
0.600,0.539,-0.464,-28.015,-60.181,43.213
0.541,0.709,-0.454,-35.583,-74.707,45.959
0.521,0.835,-0.429,-32.166,-89.966,39.185
0.543,0.814,-0.348,-19.348,-106.323,20.752
0.577,0.687,-0.181,-1.221,-122.681,-0.366
0.607,0.502,0.011,16.052,-132.935,-17.395
0.636,0.329,0.115,29.114,-132.629,-25.757
0.640,0.248,0.047,35.217,-122.131,-23.132
0.653,0.226,-0.071,35.583,-114.685,-15.564
0.651,0.195,-0.063,33.020,-119.324,-9.521
0.639,0.143,-0.005,30.090,-126.770,-4.883
0.641,0.104,0.044,24.536,-131.226,1.160
0.640,0.060,0.089,18.127,-134.399,11.353
0.679,0.162,0.181,6.104,-137.207,27.771
0.716,0.368,0.369,0.305,-141.479,43.945
0.799,0.653,0.563,-0.183,-141.479,52.673
0.872,0.902,0.649,8.911,-133.484,48.950
0.913,1.032,0.569,24.658,-119.751,32.593
0.920,0.984,0.502,37.598,-109.924,7.935
0.911,0.851,0.458,42.175,-104.980,-13.428
0.883,0.650,0.423,43.091,-102.051,-29.602
0.879,0.434,0.408,37.659,-100.891,-38.086
0.885,0.271,0.396,29.297,-100.098,-38.208
0.887,0.204,0.390,20.203,-99.731,-31.006
0.900,0.154,0.402,13.611,-101.013,-23.437
0.912,0.131,0.462,10.620,-103.577,-16.907
0.919,0.205,0.562,11.047,-105.896,-8.850
0.932,0.328,0.622,12.878,-103.027,-3.540
0.948,0.379,0.608,16.907,-95.459,-4.456
0.940,0.423,0.571,20.203,-88.562,-8.545
0.922,0.451,0.557,20.691,-84.656,-13.489
0.899,0.437,0.532,21.057,-81.482,-19.592
0.873,0.386,0.502,20.081,-78.796,-25.208
0.853,0.292,0.514,17.517,-79.041,-29.541
0.829,0.208,0.549,12.817,-80.261,-29.480
0.825,0.202,0.541,5.859,-78.491,-23.254
0.834,0.314,0.526,3.052,-77.942,-14.709
0.846,0.404,0.587,6.348,-81.665,-13.306
0.846,0.385,0.669,14.587,-84.839,-19.470
0.850,0.359,0.704,24.536,-83.191,-25.757
0.835,0.314,0.692,32.349,-79.041,-30.762
0.813,0.253,0.678,37.476,-75.439,-35.461
0.787,0.184,0.652,41.077,-73.059,-38.452
0.756,0.078,0.593,41.870,-71.411,-39.856
0.731,-0.014,0.560,34.973,-71.777,-35.950
0.706,-0.037,0.579,21.362,-75.012,-25.513
0.689,0.071,0.616,6.897,-77.637,-9.766
0.680,0.252,0.633,-5.737,-77.942,3.784
0.661,0.405,0.662,-19.653,-77.637,11.108
0.654,0.523,0.667,-24.658,-75.806,11.292
0.652,0.596,0.647,-13.245,-73.914,5.493
0.655,0.659,0.655,6.531,-75.195,-5.676
0.672,0.597,0.698,26.978,-78.186,-24.658
0.688,0.430,0.810,46.997,-82.397,-46.997
0.691,0.238,0.893,52.368,-82.214,-61.035
